state_name,lga_name,ward_name,name,pu_code,document.url,has_old_documents
ONDO,AKOKO NORTH EAST,EDO,"IYOFEN/ULAGBO/IPINOLA/OKUN/UGBIGBO, IN FRONT OF CHIEF FELES HOUSE",28/01/01/009,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/92930/result_81029_1677765380_thumb.jpg,true
ONDO,AKOKO NORTH EAST,EDO,"ODE ELESHO/ODE OKELOKO, IN FRONT OF CH. ALAKELUS HOUSE",28/01/01/001,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/92922/result_81021_1677765263_thumb.jpg,true
ONDO,AKOKO NORTH EAST,EDO,ODEKE/AISA/ODE ASSI  ALU  OPEN SPACE NEAR CHIEF ASSIS HOUSE,28/01/01/003,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/92924/result_81023_1677764150_thumb.jpg,true
ONDO,AKOKO NORTH EAST,EDO,ODEKE AISA/ODE ASSI ALU  OPP. ONIGBEDES HOUSE,28/01/01/007,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/01/pu/007/007-1677391396.pdf,false
ONDO,AKOKO NORTH EAST,EDO,ODE ODALURE/OSORO/ODE IMOKU/ODE OLORI/OKEGBEDE BARRACKS  A.U.D PRY. SCH. 111,28/01/01/006,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/01/pu/006/006-1677389466.pdf,false
ONDO,AKOKO NORTH EAST,EDO,"ARAROMI, IN FRONT OF ATUNLUSES HOUSE",28/01/01/010,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/01/pu/010/010-1677386262.pdf,false
ONDO,AKOKO NORTH EAST,EDO,"ODEKE/AISA/ODE ASSI ALU, IN FRONT OF CHIEF ASSIS HOUSE",28/01/01/002,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/01/pu/002/002-1677383667.pdf,false
ONDO,AKOKO NORTH EAST,EDO,ODE KOLOFIN/ODEAGBARI  IN FRONT OF CHIEF OLORUNS HOUSE,28/01/01/004,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/01/pu/004/004-1677383168.pdf,false
ONDO,AKOKO NORTH EAST,EDO,ODE ODOSE  IN FRONT OF CHIEF ELEDOS HOUSE,28/01/01/011,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/01/pu/011/011-1677382680.pdf,false
ONDO,AKOKO NORTH EAST,EDO,ODE ODALURE/OSORO/ODE IMOKU/ODE OLORI/OKEGBEDE BARRACKS  A.U.D PRIMARY SCHOOL III,28/01/01/005,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/01/pu/005/005-1677382012.pdf,false
ONDO,AKOKO NORTH EAST,EDO,"ODELUKE, IN FRONT OF LATE CHIEF ODELUKES HOUSE",28/01/01/008,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/01/pu/008/008-1677380676.pdf,false
ONDO,AKOKO NORTH EAST,EDO,"OKEREO/ODOSE/ODE ATETI, IN FRONT OF CH. BADAS HOUSE",28/01/01/012,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/01/pu/012/012-1677380060.pdf,false
